Title = "Velocity file generated by S5.HPC"
Variables = "Distance (km)", "TargetVel (km/h)"
Zone T = "tvel", I = 93771, J = 1, K = 1, F = POINT
   0.000000   73.0
   0.019500   73.0
   0.039000   73.0
   0.048500   73.0
   0.058000   73.0
   0.082000   73.0
   0.098000   73.0
   0.103000   73.0
   0.108000   73.0
   0.117000   73.0
   0.142000   73.0
   0.153000   73.0
   0.170000   73.0
   0.187000   73.0
   0.221000   73.0
   0.247500   73.0
   0.274000   73.0
   0.283000   73.0
   0.304000   73.0
   0.318000   73.0
   0.332000   73.0
   0.360000   73.0
   0.382500   73.0
   0.405000   73.0
   0.444000   73.0
   0.461500   73.0
   0.479000   73.0
   0.503000   73.0
   0.527000   73.0
   0.570000   73.0
   0.591500   73.0
   0.613000   73.0
   0.646000   73.0
   0.687000   73.0
   0.728000   73.0
   0.736500   73.0
   0.745000   73.0
   0.774000   73.0
   0.789500   73.0
   0.805000   73.0
   0.821000   73.0
   0.840000   73.0
   0.864000   73.0
   0.882000   73.0
   0.900000   73.0
   0.931000   73.0
   0.945500   73.0
   0.960000   73.0
   0.989000   73.0
   1.002000   73.0
   1.015000   73.0
   1.037000   73.0
   1.052000   73.0
   1.072000   73.0
   1.088000   73.0
   1.098000   73.0
   1.108000   73.0
   1.109000   73.0
   1.122000   73.0
   1.130000   73.0
   1.144000   73.0
   1.165000   73.0
   1.167000   73.0
   1.187000   73.0
   1.207000   73.0
   1.217000   73.0
   1.231000   73.0
   1.266000   73.0
   1.282000   73.0
   1.298000   73.0
   1.308000   73.0
   1.368000   73.0
   1.382000   73.0
   1.396000   73.0
   1.420000   73.0
   1.438000   73.0
   1.465000   73.0
   1.475500   73.0
   1.486000   73.0
   1.498000   73.0
   1.504000   73.0
   1.562000   73.0
   1.569000   73.0
   1.576500   73.0
   1.584000   73.0
   1.632000   73.0
   1.680000   73.0
   1.728000   73.0
   1.776000   73.0
   1.827000   73.0
   1.835000   73.0
   1.863000   73.0
   1.891000   73.0
   1.946000   73.0
   1.971000   73.0
   1.996000   73.0
   2.025000   73.0
   2.054000   73.0
   2.101000   73.0
   2.142000   73.0
   2.146500   73.0
   2.151000   73.0
   2.164000   73.0
   2.192000   73.0
   2.237500   73.0
   2.283000   73.0
   2.328500   73.0
   2.374000   73.0
   2.401000   73.0
   2.422000   73.0
   2.444000   73.0
   2.466000   73.0
   2.480000   73.0
   2.516000   73.0
   2.534000   73.0
   2.560000   73.0
   2.586000   73.0
   2.616000   73.0
   2.633000   73.0
   2.650000   73.0
   2.690000   73.0
   2.693000   73.0
   2.714000   73.0
   2.727500   73.0
   2.741000   73.0
   2.760000   73.0
   2.787000   73.0
   2.814000   73.0
   2.817000   73.0
   2.861000   73.0
   2.905000   73.0
   2.914000   73.0
   2.923500   73.0
   2.933000   73.0
   3.011000   73.0
   3.026000   73.0
   3.041000   73.0
   3.070000   73.0
   3.099000   73.0
   3.113000   73.0
   3.127000   73.0
   3.169000   73.0
   3.215000   73.0
   3.261000   73.0
   3.269000   73.0
   3.294000   73.0
   3.310000   73.0
   3.326000   73.0
   3.353000   73.0
   3.381000   73.0
   3.409000   73.0
   3.471000   73.0
   3.511000   73.0
   3.551000   73.0
   3.591500   73.0
   3.632000   73.0
   3.664000   73.0
   3.696000   73.0
   3.750000   73.0
   3.777000   73.0
   3.804000   73.0
   3.845000   73.0
   3.868000   73.0
   3.890500   73.0
   3.913000   73.0
   3.930000   73.0
   3.954000   73.0
   3.987000   73.0
   4.020000   73.0
   4.041000   73.0
   4.067000   73.0
   4.079000   73.0
   4.090000   73.0
   4.109000   73.0
   4.113000   73.0
   4.171000   73.0
   4.177000   73.0
   4.185000   73.0
   4.196000   73.0
   4.209000   73.0
   4.239000   73.0
   4.267000   73.0
   4.295000   73.0
   4.313000   73.0
   4.338000   73.0
   4.366000   73.0
   4.379500   73.0
   4.393000   73.0
   4.405000   73.0
   4.456000   73.0
   4.491500   73.0
   4.527000   73.0
   4.563000   73.0
   4.599000   73.0
   4.642500   73.0
   4.686000   73.0
   4.729500   73.0
   4.773000   73.0
   4.816000   73.0
   4.859000   73.0
   4.942000   73.0
   4.985500   73.0
   5.029000   73.0
   5.073000   73.0
   5.117000   73.0
   5.160500   73.0
   5.204000   73.0
   5.247500   73.0
   5.291000   73.0
   5.335000   73.0
   5.379000   73.0
   5.422500   73.0
   5.466000   73.0
   5.477000   73.0
   5.506000   73.0
   5.535000   73.0
   5.593000   73.0
   5.615500   73.0
   5.638000   73.0
   5.650000   73.0
   5.699000   73.0
   5.748000   73.0
   5.797000   73.0
   5.817500   73.0
   5.838000   73.0
   5.897000   73.0
   5.926000   73.0
   5.955000   73.0
   5.993000   73.0
   6.031000   73.0
   6.106000   73.0
   6.144000   73.0
   6.182000   73.0
   6.225000   73.0
   6.268000   73.0
   6.311000   73.0
   6.354000   73.0
   6.397500   73.0
   6.441000   73.0
   6.484000   73.0
   6.527000   73.0
   6.541000   73.0
   6.576500   73.0
   6.612000   73.0
   6.683000   73.0
   6.719000   73.0
   6.755000   73.0
   6.802000   73.0
   6.849000   73.0
   6.896500   73.0
   6.944000   73.0
   6.991500   73.0
   7.039000   73.0
   7.086000   73.0
   7.133000   73.0
   7.180500   73.0
   7.228000   73.0
   7.275000   73.0
   7.322000   73.0
   7.369500   73.0
   7.417000   73.0
   7.439000   73.0
   7.471500   73.0
   7.504000   73.0
   7.519000   73.0
   7.553000   73.0
   7.587000   73.0
   7.609000   73.0
   7.645000   73.0
   7.659000   73.0
   7.673000   73.0
   7.703000   73.0
   7.744000   73.0
   7.767000   73.0
   7.790000   73.0
   7.841000   73.0
   7.869500   73.0
   7.898000   73.0
   7.942000   73.0
   7.977500   73.0
   8.013000   73.0
   8.036000   73.0
   8.059000   73.0
   8.127000   73.0
   8.133000   73.0
   8.135000   73.0
   8.152000   73.0
   8.189500   73.0
   8.227000   73.0
   8.246500   73.0
   8.266000   73.0
   8.279000   73.0
   8.302000   73.0
   8.347500   73.0
   8.393000   73.0
   8.439000   73.0
   8.485000   73.0
   8.530500   73.0
   8.576000   73.0
   8.623000   73.0
   8.635500   73.0
   8.648000   73.0
   8.678000   73.0
   8.717000   73.0
   8.723000   73.0
   8.734500   73.0
   8.746000   73.0
   8.774000   73.0
   8.797000   73.0
   8.817000   73.0
   8.836000   73.0
   8.855000   73.0
   8.879000   73.0
   8.912000   73.0
   8.927500   73.0
   8.943000   73.0
   8.994000   73.0
   9.015000   73.0
   9.036000   73.0
   9.073000   73.0
   9.099000   73.0
   9.110000   73.0
   9.121000   73.0
   9.148000   73.0
   9.179000   73.0
   9.201000   73.0
   9.223000   73.0
   9.255000   73.0
   9.282000   73.0
   9.302500   73.0
   9.323000   73.0
   9.395000   73.0
   9.432500   73.0
   9.470000   73.0
   9.492000   73.0
   9.514000   73.0
   9.518000   73.0
   9.560000   73.0
   9.604500   73.0
   9.649000   73.0
   9.694000   73.0
   9.739000   73.0
   9.763000   73.0
   9.809500   73.0
   9.856000   73.0
   9.881500   73.0
   9.907000   73.0
   9.970000   73.0
  10.002500   73.0
  10.035000   73.0
  10.066000   73.0
  10.081500   73.0
  10.097000   73.0
  10.144000   73.0
  10.179000   73.0
  10.185000   73.0
  10.191000   73.0
  10.256000   73.0
  10.293500   73.0
  10.331000   73.0
  10.345000   73.0
  10.369500   73.0
  10.394000   73.0
  10.460000   73.0
  10.485000   73.0
  10.510000   73.0
  10.560000   73.0
  10.591500   73.0
  10.623000   73.0
  10.654000   73.0
  10.670000   73.0
  10.686000   73.0
  10.734000   73.0
  10.751000   73.0
  10.768000   73.0
  10.824000   73.0
  10.852000   73.0
  10.880000   73.0
  10.920000   73.0
  10.960000   73.0
  10.988000   73.0
  11.037000   73.0
  11.054500   73.0
  11.072000   73.0
  11.136000   73.0
  11.166000   73.0
  11.196000   73.0
  11.236000   73.0
  11.256500   73.0
  11.277000   73.0
  11.282000   73.0
  11.318000   73.0
  11.340000   73.0
  11.362000   73.0
  11.402000   73.0
  11.424500   73.0
  11.447000   73.0
  11.461000   73.0
  11.481000   73.0
  11.498000   73.0
  11.521000   73.0
  11.533000   73.0
  11.545000   73.0
  11.572000   73.0
  11.573000   73.0
  11.603000   73.0
  11.615000   73.0
  11.631000   73.0
  11.647000   73.0
  11.669000   73.0
  11.691000   73.0
  11.732000   73.0
  11.741500   73.0
  11.751000   73.0
  11.775000   73.0
  11.804500   73.0
  11.834000   73.0
  11.891000   73.0
  11.919500   73.0
  11.948000   73.0
  12.005000   73.0
  12.031000   73.0
  12.057000   73.0
  12.098000   73.0
  12.123500   73.0
  12.149000   73.0
  12.184500   73.0
  12.220000   73.0
  12.283000   73.0
  12.314500   73.0
  12.346000   73.0
  12.396000   73.0
  12.446000   73.0
  12.483500   73.0
  12.521000   73.0
  12.596000   73.0
  12.640500   73.0
  12.685000   73.0
  12.730000   73.0
  12.775000   73.0
  12.817500   73.0
  12.860000   73.0
  12.903000   73.0
  12.946000   73.0
  12.988500   73.0
  13.031000   73.0
  13.071000   73.0
  13.111000   73.0
  13.190000   73.0
  13.229500   73.0
  13.269000   73.0
  13.298000   73.0
  13.327000   73.0
  13.385000   73.0
  13.416000   73.0
  13.447000   73.0
  13.478000   73.0
  13.509000   73.0
  13.559000   73.0
  13.584500   73.0
  13.610000   73.0
  13.644500   73.0
  13.679000   73.0
  13.748000   73.0
  13.791000   73.0
  13.834000   73.0
  13.878000   73.0
  13.922000   73.0
  13.966000   73.0
  14.010000   73.0
  14.053500   73.0
  14.097000   73.0
  14.156000   73.0
  14.201000   73.0
  14.246000   73.0
  14.258500   73.0
  14.271000   73.0
  14.323000   73.0
  14.331000   73.0
  14.349000   73.0
  14.357000   73.0
  14.393500   73.0
  14.430000   73.0
  14.466500   73.0
  14.503000   73.0
  14.539000   73.0
  14.575000   73.0
  14.633000   73.0
  14.661500   73.0
  14.690000   73.0
  14.740000   73.0
  14.765500   73.0
  14.791000   73.0
  14.825000   73.0
  14.859000   73.0
  14.923000   73.0
  14.941500   73.0
  14.960000   73.0
  15.025000   73.0
  15.052000   73.0
  15.079000   73.0
  15.134000   73.0
  15.161500   73.0
  15.189000   73.0
  15.224000   73.0
  15.239000   73.0
  15.254000   73.0
  15.304000   73.0
  15.354000   73.0
  15.403500   73.0
  15.453000   73.0
  15.503000   73.0
  15.553000   73.0
  15.598000   73.0
  15.643000   73.0
  15.686000   73.0
  15.720000   73.0
  15.754000   73.0
  15.787500   73.0
  15.821000   73.0
  15.855000   73.0
  15.886000   73.0
  15.910000   73.0
  15.934000   73.0
  15.999000   73.0
  16.023500   73.0
  16.048000   73.0
  16.073000   73.0
  16.096000   73.0
  16.133000   73.0
  16.170000   73.0
  16.219000   73.0
  16.268000   73.0
  16.310500   73.0
  16.353000   73.0
  16.374500   73.0
  16.396000   73.0
