Title = "SolarSim4.1"
Variables = "XCentre(m)", "YCentre(m)", "ZCentre(m)", "CellID", "BypassDiodeID", "PanelID", "MPPTID", "Efficiency(%)", "Area(m2)", "XNormal", "YNormal", "ZNormal", "HoursShaded", "CellWhIfAtMPP"
Zone T = "Array Geometry and Electrical Connection - SunPower C60J Cells, Array Aero 202, 2 MPPTs, 25 Diodes", I=260, J=1, K=1, F=POINT
    0.323100   -0.646250    0.087150  101.000000   11.000000    1.000000    1.000000    0.224000    0.015330   -0.132114   -0.000000    0.991235    0.000000    0.000000
    0.323100   -0.517100    0.087150  102.000000   11.000000    1.000000    1.000000    0.224000    0.015330   -0.132114   -0.000000    0.991235    0.000000    0.000000
    0.323100   -0.387900    0.087150  103.000000   11.000000    1.000000    1.000000    0.224000    0.015330   -0.132114   -0.000000    0.991235    0.000000    0.000000
    0.323100   -0.258750    0.087150  104.000000   11.000000    1.000000    1.000000    0.224000    0.015330   -0.132114   -0.000000    0.991235    0.000000    0.000000
    0.323100   -0.129600    0.087150  105.000000   11.000000    1.000000    1.000000    0.224000    0.015330   -0.132114   -0.000000    0.991235    0.000000    0.000000
    0.452950   -0.646250    0.103000  106.000000   11.000000    1.000000    1.000000    0.224000    0.015330   -0.110180   -0.000000    0.993912    0.000000    0.000000
    0.452950   -0.517100    0.103000  107.000000   11.000000    1.000000    1.000000    0.224000    0.015330   -0.110180   -0.000000    0.993912    0.000000    0.000000
    0.452950   -0.387900    0.103000  108.000000   11.000000    1.000000    1.000000    0.224000    0.015330   -0.110180   -0.000000    0.993912    0.000000    0.000000
    0.452950   -0.258750    0.103000  109.000000   11.000000    1.000000    1.000000    0.224000    0.015330   -0.110180   -0.000000    0.993912    0.000000    0.000000
    0.452950   -0.129600    0.103000  110.000000   11.000000    1.000000    1.000000    0.224000    0.015330   -0.110180   -0.000000    0.993912    0.000000    0.000000
    0.582800   -0.646250    0.116250  111.000000   11.000000    1.000000    1.000000    0.224000    0.015330   -0.092818   -0.000000    0.995683    0.000000    0.000000
