Id,Site Id,Longitude,Latitude,Report Date / Time,Air Temperature,Wet Bulb,Dew Point,Concrete Temp.,Grass Temp.,Min. Temp. (last 24hr),Max. Temp. (last 24hr),Soil Temp. (at 10cm),Soil Temp. (at 30cm),Soil Temp. (at 100cm),Mean Sea-Level Pressure,Pressure (At Station),Relative Humidity,Rainfall Rate,Rainfall Accumulation,Wind Speed,Wind Direction,Wind Gust,Wind Gust Direction,Snow Depth,Soil Moisture,Present Weather,Visibility,Total Cloud Cover,Sunshine,Ground State,Day of Thunder,Day of Gales,Day of Hail,Day of Snow,Weather Diary,Travel Disruption,Hazards causing Travel Disruption,Property or Infrastructure Damage,Hazards causing Property or Infrastructure Damage,Personal Health and Safety,Hazards causing Personal Health and Safety,Utility Disruption,Hazards causing Utility Disruption,Service or Business Disruption,Hazards causing Service or Business Disruption,Agriculture Habitat Damage,Hazards causing Agriculture Habitat Damage,Disruption to Camping Events Leisure Activities,Hazards causing Disruption to Camping Events Leisure Activities,v1_Coastal,v1_Flood,v1_Ice,v1_Landslide,v1_Lightning,v1_PoorVisibility,v1_Snow,v1_Wildfire,v1_Wind,v1_Other
﻿20191013hbwtiz8pkoe6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,13/10/2019 00:50,30.3,,22,,,24.3,31.6,,,,1013.3,,61,0,0,5,315,9,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191013mc7e4jzpmwe6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,13/10/2019 01:50,32.7,,22,,,24.3,33,,,,1012.7,,53,0,0,10,292.5,12,292.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191013zsde7dzpcwe6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,13/10/2019 02:50,32.3,,22,,,24.3,33,,,,1011.7,,54,0,0,10,292.5,14,292.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019101363pizfzppwe6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,13/10/2019 03:50,32.2,,21.9,,,24.3,33.4,,,,1010.6,,54,0,0,11,292.5,15,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191013pyrcpm8pqae6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,13/10/2019 04:50,32.2,,22.6,,,24.3,33.8,,,,1009.5,,57,0,0,13,315,17,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191013zkzow3xpxae6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,13/10/2019 05:50,31.3,,21.7,,,24.3,33.8,,,,1009.2,,56,0,0,12,337.5,19,337.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191013fjupqr8pohe6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,13/10/2019 06:50,31.3,,19.6,,,24.3,33.8,,,,1008.9,,49,0,0,11,315,19,337.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191013xueco7xpthe6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,13/10/2019 07:50,30.3,,20,,,24.3,33.8,,,,1009.2,,54,0,0,7,337.5,19,337.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201910139i5aem9p1he6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,13/10/2019 08:50,30,,19.6,,,29.9,33.8,,,,1009.6,,53,0,0,5,315,19,337.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191013ekcpbpzpwye6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,13/10/2019 09:50,29.5,,18.1,,,29.4,33.8,,,,1010.1,,50,0,0,7,292.5,19,337.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191013sbk1zaxpiye6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,13/10/2019 10:50,28.6,,22.9,,,28.6,33.8,,,,1010.7,,71,0,0,7,270,19,337.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191013bjdg8u8psre6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,13/10/2019 11:50,28.7,,22.4,,,28.6,33.8,,,,1011.7,,68,0,0,10,292.5,19,337.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201910131na88p8pzre6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,13/10/2019 12:50,28.6,,20.4,,,28.5,33.8,,,,1012.4,,61,0,0,9,315,19,337.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019101351ef1x8pare6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,13/10/2019 13:50,27.9,,19.1,,,27.9,33.8,,,,1012.4,,58,0,0,5,315,19,337.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201910138893r6zp3ee6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,13/10/2019 14:50,27.6,,18.4,,,27.5,33.8,,,,1012.2,,57,0,0,5,337.5,7,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191013toa95gzp4ee6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,13/10/2019 15:50,25.3,,18.7,,,25.3,33.8,,,,1011.7,,67,0,0,3,315,7,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019101391y4sizp5ee6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,13/10/2019 16:50,24.1,,19.1,,,24.1,33.8,,,,1011.3,,73,0,0,0,0,7,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191013kw4qtrzphce6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,13/10/2019 17:50,23.3,,19.2,,,23.3,33.8,,,,1011.2,,78,0,0,2,90,7,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191013z971wqxp7ce6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,13/10/2019 18:50,23,,19.4,,,23,33.8,,,,1011.5,,80,0,0,0,0,7,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191013njdjsbxp6oe6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,13/10/2019 19:50,22.5,,19.5,,,22.5,33.8,,,,1011.8,,83,0,0,0,0,7,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191013omrf4xzp9oe6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,13/10/2019 20:50,21.8,,19.6,,,21.8,22.3,,,,1012.4,,87,0,0,2,45,7,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191013hwuyog8qyoe6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,13/10/2019 21:50,24.4,,20.2,,,21.8,24.4,,,,1013.2,,77,0,0,4,67.5,7,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191013e6ugngzqbwe6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,13/10/2019 22:50,28.2,,21.5,,,21.8,28.2,,,,1014,,67,0,0,4,22.5,7,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191013uewbaexqnwe6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,13/10/2019 23:50,29.6,,20.4,,,21.8,30,,,,1014.4,,57,0,0,4,0,8,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿20191014rzx5sh8qdae6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,14/10/2019 00:50,31.3,,17.7,,,21.8,32.1,,,,1014.2,,44,0,0,4,22.5,8,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191014qw86o19qrae6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,14/10/2019 01:50,32.4,,17.4,,,21.8,32.8,,,,1013.6,,40,0,0,7,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191014h86xue9qfae6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,14/10/2019 02:50,33.6,,12.5,,,21.8,35,,,,1012.6,,27,0,0,13,337.5,16,337.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191014f9g9uo9qghe6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,14/10/2019 03:50,33.7,,12.9,,,21.8,35.4,,,,1011.9,,28,0,0,14,337.5,17,337.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201910141kpfr8zq8he6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,14/10/2019 04:50,35.5,,8,,,21.8,35.7,,,,1011,,18,0,0,12,337.5,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201910147kcqwexqehe6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,14/10/2019 05:50,34.3,,6.2,,,21.8,35.8,,,,1010.3,,17,0,0,14,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191014mbs46j8qkye6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,14/10/2019 06:50,34.7,,5.7,,,21.8,35.8,,,,1009.9,,16,0,0,14,22.5,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191014ijq46fzqmye6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,14/10/2019 07:50,34.1,,3.7,,,21.8,35.8,,,,1010,,15,0,0,12,22.5,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191014eokicqzqcre6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,14/10/2019 08:50,32.6,,5.7,,,32.6,35.8,,,,1010.1,,18,0,0,9,22.5,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191014ptsp3gxqpre6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,14/10/2019 09:50,30.6,,10.3,,,30.6,35.8,,,,1010.4,,28,0,0,9,22.5,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201910149i9s6nzqqre6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,14/10/2019 10:50,28.9,,15,,,28.9,35.8,,,,1011,,42,0,0,6,22.5,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201910148oa7yo8qxee6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,14/10/2019 11:50,28,,17.9,,,28,35.8,,,,1012,,54,0,0,2,22.5,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191014wiopyy8qoee6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,14/10/2019 12:50,27,,18,,,27,35.8,,,,1012.6,,58,0,0,3,292.5,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201910146mz4ku9qtee6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,14/10/2019 13:50,27.3,,18.9,,,26.4,35.8,,,,1012.8,,60,0,0,3,247.5,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191014p1gfy88q1ce6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,14/10/2019 14:50,27,,19.6,,,26.4,35.8,,,,1012.7,,64,0,0,4,247.5,4,247.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191014s4m6iexquce6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,14/10/2019 15:50,26.7,,20.5,,,26.4,35.8,,,,1012.5,,69,0,0,3,247.5,5,247.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191014fr5qnsxqwoe6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,14/10/2019 16:50,25.6,,20.2,,,25.2,35.8,,,,1012,,72,0,0,3,225,5,247.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191014xkmxyr8qioe6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,14/10/2019 17:50,24,,19.6,,,23.9,35.8,,,,1011.7,,76,0,0,3,247.5,5,247.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201910149wg6rgzqsoe6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,14/10/2019 18:50,23.4,,19.5,,,23.3,35.8,,,,1012.1,,79,0,0,3,202.5,5,247.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201910148ia5kpxqzwe6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,14/10/2019 19:50,22.8,,19.2,,,22.7,35.8,,,,1012.5,,80,0,0,2,67.5,5,247.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191014i9ynnb8qawe6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,14/10/2019 20:50,22.2,,19.7,,,22.2,22.4,,,,1012.8,,86,0,0,3,90,5,247.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191014yc1czexq3ae6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,14/10/2019 21:50,25.6,,20.4,,,22.2,25.6,,,,1013.4,,73,0,0,2,112.5,5,247.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191014xwgwzhxq4ae6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,14/10/2019 22:50,28,,21.4,,,22.2,28,,,,1014,,67,0,0,2,45,5,247.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019101456b9sk9q5ae6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,14/10/2019 23:50,29.4,,20.1,,,22.2,29.5,,,,1014.4,,57,0,0,3,22.5,7,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿20191015g7osqrxqhhe6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,15/10/2019 00:50,31.1,,17.6,,,22.2,31.5,,,,1013.9,,44,0,0,2,45,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191015tbu3se8q7he6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,15/10/2019 01:50,31.8,,20,,,22.2,32.6,,,,1013.2,,49,0,0,9,337.5,13,337.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201910156hxcrbzq6he6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,15/10/2019 02:50,32.9,,17.3,,,22.2,34.3,,,,1012,,39,0,0,10,337.5,15,337.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191015j1h6zr8xyye6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,15/10/2019 03:50,32.9,,17.5,,,22.2,34.3,,,,1011.1,,39,0,0,12,0,16,337.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201910154w4siuxxbye6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,15/10/2019 04:50,34,,14.6,,,22.2,34.3,,,,1010.5,,31,0,0,11,337.5,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191015rdwb33xxnre6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,15/10/2019 05:50,34.3,,9.3,,,22.2,35,,,,1009.9,,21,0,0,11,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201910151g5n8n9xdre6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,15/10/2019 06:50,34.5,,11.8,,,22.2,35.1,,,,1009.3,,25,0,0,14,22.5,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201910157c4h6hxxrre6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,15/10/2019 07:50,32.6,,14.5,,,22.2,35.1,,,,1009.3,,33,0,0,12,22.5,20,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191015eoybrexxfee6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,15/10/2019 08:50,31.1,,17.9,,,31.1,35.1,,,,1009.4,,45,0,0,9,22.5,20,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191015i8d3ec8xgee6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,15/10/2019 09:50,29.2,,20.3,,,29.2,35.1,,,,1010.3,,58,0,0,10,270,20,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191015y35ob5xx8ce6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,15/10/2019 10:50,27.9,,20.6,,,27.9,35.1,,,,1011,,64,0,0,6,247.5,20,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191015mr7dxq8xece6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,15/10/2019 11:50,27.5,,21.5,,,27.5,35.1,,,,1011.4,,70,0,0,7,270,20,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201910153wdxnzzxjce6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,15/10/2019 12:50,27.4,,22.5,,,27.4,35.1,,,,1012.1,,74,0,0,7,270,20,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191015fjajx39xkoe6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,15/10/2019 13:50,27.3,,22.6,,,27.3,35.1,,,,1012.3,,75,0,0,5,270,20,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191015iqprn49xmoe6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,15/10/2019 14:50,27.5,,22.6,,,27.3,35.1,,,,1012.4,,74,0,0,7,292.5,9,292.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191015hfyyt59xcoe6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,15/10/2019 15:50,27.2,,21.5,,,27.2,35.1,,,,1011.9,,71,0,0,6,292.5,10,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191015chp5k8xxpwe6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,15/10/2019 16:50,26.6,,21.7,,,26.6,35.1,,,,1011.5,,74,0,0,5,292.5,10,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191015i8byqrzxqwe6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,15/10/2019 17:50,26.2,,21.7,,,26.2,35.1,,,,1011.1,,76,0,0,5,270,10,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191015nqasnixxxae6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,15/10/2019 18:50,26,,21.5,,,26,35.1,,,,1011,,76,0,0,4,270,10,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191015qce94u9xoae6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,15/10/2019 19:50,25.8,,21.8,,,25.8,35.1,,,,1011.4,,78,0,0,4,270,10,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019101554yaiszxtae6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,15/10/2019 20:50,23.9,,21.5,,,23.9,25.3,,,,1012.1,,86,0,0,3,270,10,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191015fprs8axx1he6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,15/10/2019 21:50,25.9,,22.3,,,23.6,25.9,,,,1012.7,,80,0,0,2,337.5,10,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191015utsum98xuhe6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,15/10/2019 22:50,28.7,,21.9,,,23.6,28.7,,,,1013.4,,66,0,0,4,292.5,10,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019101577ifaexxwhe6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,15/10/2019 23:50,29.6,,21.2,,,23.6,30,,,,1013.7,,60,0,0,5,270,10,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿20191016x3iudnzxsye6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,16/10/2019 00:50,29.8,,21.8,,,23.6,30.8,,,,1013.6,,62,0,0,4,270,10,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191016sjkpbi9xzye6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,16/10/2019 01:50,30.9,,21.2,,,23.6,31.2,,,,1012.9,,56,0,0,8,292.5,13,292.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191016gna9oixxare6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,16/10/2019 02:50,30.9,,21.2,,,23.6,32.1,,,,1012.2,,56,0,0,13,315,15,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191016qa53q7xx3re6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,16/10/2019 03:50,31,,21,,,23.6,32.4,,,,1011.2,,55,0,0,15,292.5,17,292.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201910166giys18x4re6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,16/10/2019 04:50,31.3,,21.2,,,23.6,32.4,,,,1010.3,,55,0,0,16,292.5,19,292.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191016jxb9si8x5ee6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,16/10/2019 05:50,32.1,,20.4,,,23.6,32.5,,,,1009.7,,50,0,0,12,292.5,21,292.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191016ww6riqzxhee6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,16/10/2019 06:50,31.5,,18.7,,,23.6,32.5,,,,1009.6,,46,0,0,12,315,21,292.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019101693psuu9x7ee6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,16/10/2019 07:50,30.5,,19.5,,,23.6,32.5,,,,1009.7,,51,0,0,12,270,21,292.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191016pxtnrm9x6ce6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,16/10/2019 08:50,29.4,,20.5,,,29.3,32.5,,,,1010.1,,58,0,0,12,292.5,21,292.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191016hoedjy9x9ce6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,16/10/2019 09:50,28.5,,21.2,,,28.5,32.5,,,,1010.6,,64,0,0,8,270,21,292.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191016f9wxyqzoyoe6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,16/10/2019 10:50,28.1,,21.7,,,28.1,32.5,,,,1011.1,,68,0,0,7,270,21,292.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201910161n9c1c9oboe6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,16/10/2019 11:50,27.9,,22.1,,,27.9,32.5,,,,1011.7,,70,0,0,7,270,21,292.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019101696yo5hxonoe6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,16/10/2019 12:50,27.7,,22.4,,,27.7,32.5,,,,1012.1,,73,0,0,3,247.5,21,292.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191016ci5u759odwe6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,16/10/2019 13:50,27.5,,22.5,,,27.5,32.5,,,,1011.9,,74,0,0,5,247.5,21,292.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191016zdr6uwxorwe6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,16/10/2019 14:50,27.1,,22.7,,,27.1,32.5,,,,1011.7,,77,0,0,5,225,8,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191016bqde3sxofae6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,16/10/2019 15:50,26.7,,22.4,,,26.6,32.5,,,,1011.3,,77,0,0,3,202.5,8,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191016oh5bxqzogae6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,16/10/2019 16:50,25.1,,22.4,,,25.1,32.5,,,,1010.7,,85,0,0,2,135,8,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019101633c5ic8o8ae6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,16/10/2019 17:50,24.2,,22.3,,,24.2,32.5,,,,1010.4,,89,0,0,2,67.5,8,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191016m99utjxoehe6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,16/10/2019 18:50,23.8,,22.3,,,23.8,32.5,,,,1010.3,,91,0,0,2,90,8,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191016irbthd8ojhe6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,16/10/2019 19:50,23.7,,21.9,,,23.6,32.5,,,,1010.8,,90,0,0,2,67.5,8,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191016n5geec8omye6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,16/10/2019 20:50,23.7,,21.7,,,23.2,23.7,,,,1011.1,,88,0,0,4,112.5,8,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191016kz9r1g8ocye6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,16/10/2019 21:50,25.3,,21.9,,,23.2,25.3,,,,1012,,81,0,0,4,90,8,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201910163i6kwrzopye6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,16/10/2019 22:50,28.2,,21.8,,,23.2,28.4,,,,1013.1,,68,0,0,4,67.5,8,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191016d8ww7zxoqre6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,16/10/2019 23:50,29.8,,20.8,,,23.2,30.4,,,,1013.1,,58,0,0,7,22.5,12,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿20191017ug1pm48oxre6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,17/10/2019 00:50,31.3,,20.3,,,23.2,31.8,,,,1013.1,,52,0,0,5,22.5,12,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201910175uawhfzoore6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,17/10/2019 01:50,32.9,,18.8,,,23.2,33.4,,,,1012.5,,43,0,0,8,22.5,13,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191017jiy3qzxotee6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,17/10/2019 02:50,32.5,,21.9,,,23.2,34.4,,,,1011.6,,53,0,0,11,337.5,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
