Id,Site Id,Longitude,Latitude,Report Date / Time,Air Temperature,Wet Bulb,Dew Point,Concrete Temp.,Grass Temp.,Min. Temp. (last 24hr),Max. Temp. (last 24hr),Soil Temp. (at 10cm),Soil Temp. (at 30cm),Soil Temp. (at 100cm),Mean Sea-Level Pressure,Pressure (At Station),Relative Humidity,Rainfall Rate,Rainfall Accumulation,Wind Speed,Wind Direction,Wind Gust,Wind Gust Direction,Snow Depth,Soil Moisture,Present Weather,Visibility,Total Cloud Cover,Sunshine,Ground State,Day of Thunder,Day of Gales,Day of Hail,Day of Snow,Weather Diary,Travel Disruption,Hazards causing Travel Disruption,Property or Infrastructure Damage,Hazards causing Property or Infrastructure Damage,Personal Health and Safety,Hazards causing Personal Health and Safety,Utility Disruption,Hazards causing Utility Disruption,Service or Business Disruption,Hazards causing Service or Business Disruption,Agriculture Habitat Damage,Hazards causing Agriculture Habitat Damage,Disruption to Camping Events Leisure Activities,Hazards causing Disruption to Camping Events Leisure Activities,v1_Coastal,v1_Flood,v1_Ice,v1_Landslide,v1_Lightning,v1_PoorVisibility,v1_Snow,v1_Wildfire,v1_Wind,v1_Other
20191024z9uubi9s8oe6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,24/10/2019 08:50,30.9,,18.9,,,30.9,35.5,,,,1008.5,,48,0,0,14,22.5,26,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191024nxdou99sewe6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,24/10/2019 09:50,30.1,,19.8,,,30.1,35.5,,,,1009.2,,54,0,0,7,22.5,26,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191024o1dx718sjwe6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,24/10/2019 10:50,29.7,,21.2,,,29.7,35.5,,,,1010.1,,60,0,0,3,337.5,26,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019102454ff1u8skwe6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,24/10/2019 11:50,28.9,,23.1,,,28.8,35.5,,,,1011.3,,71,0,0,9,270,26,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191024pa99p5zsmae6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,24/10/2019 12:50,28.5,,22.9,,,28.5,35.5,,,,1011.5,,71,0,0,8,270,26,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191024wn4iifzscae6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,24/10/2019 13:50,28.3,,23,,,28.3,35.5,,,,1012,,73,0,0,7,270,26,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191024bk5kxczsphe6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,24/10/2019 14:50,28.5,,22.6,,,28.1,35.5,,,,1011.5,,70,0,0,6,292.5,10,292.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191024cbtdq79sqhe6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,24/10/2019 15:50,28.3,,22.4,,,28.1,35.5,,,,1011,,70,0,0,3,315,10,292.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201910245t1ph9xsxhe6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,24/10/2019 16:50,27.7,,22.4,,,27.6,35.5,,,,1010.9,,73,0,0,2,315,10,292.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191024rhuuc59stye6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,24/10/2019 17:50,26.9,,21.8,,,26.7,35.5,,,,1010.6,,73,0,0,3,337.5,10,292.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191024wdik778s1ye6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,24/10/2019 18:50,27.2,,22,,,26.7,35.5,,,,1011.2,,73,0,0,2,0,10,292.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201910246f9yyd8suye6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,24/10/2019 19:50,27.1,,22,,,26.7,35.5,,,,1012,,73,0,0,4,0,10,292.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191024e7wf418swre6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,24/10/2019 20:50,26.9,,22,,,26.7,27.1,,,,1012.4,,74,0,0,4,0,10,292.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191024auerz4xsire6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,24/10/2019 21:50,28,,22.1,,,26.7,28,,,,1013,,70,0,0,6,0,10,292.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191024dbw3az9ssee6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,24/10/2019 22:50,29.2,,21.6,,,26.7,29.3,,,,1013.6,,63,0,0,7,337.5,10,337.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191024ik7ex6zszee6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,24/10/2019 23:50,30,,21.2,,,26.7,30.4,,,,1013.9,,59,0,0,8,0,10,337.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿201910259qeyfyxsaee6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,25/10/2019 00:50,29.6,,21.9,,,26.7,30.4,,,,1013.7,,63,0,0,8,0,11,337.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201910258sz7dyzs3ce6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,25/10/2019 01:50,31,,20.8,,,26.7,31.6,,,,1013.3,,54,0,0,10,315,12,292.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019102518379uzs4ce6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,25/10/2019 02:50,31.3,,20.3,,,26.7,32.1,,,,1012.2,,52,0,0,10,337.5,14,337.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191025bubnrfxs5oe6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,25/10/2019 03:50,31.5,,20.2,,,26.7,33,,,,1010.6,,51,0,0,8,337.5,19,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191025k3d5zgxshoe6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,25/10/2019 04:50,32.3,,19.6,,,26.7,33.1,,,,1009.9,,47,0,0,10,270,19,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201910253cuujoxs7oe6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,25/10/2019 05:50,31.3,,19.4,,,26.7,33.1,,,,1009.4,,49,0,0,9,292.5,19,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191025rhmmhr9s6we6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,25/10/2019 06:50,27.4,,22.7,,,26.7,33.1,,,,1009,,75,0,0,8,225,19,202.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191025ujrz33xs9we6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,25/10/2019 07:50,29.4,,21,,,26.7,33.1,,,,1008.3,,60,0,0,8,247.5,19,202.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019102551uhpizzywe6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,25/10/2019 08:50,28.8,,21,,,28.5,33.1,,,,1008.6,,62,0,0,6,247.5,19,202.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191025jo769e8zbae6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,25/10/2019 09:50,28.8,,22.1,,,28.5,33.1,,,,1009,,67,0,0,9,270,19,202.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191025u9w8ooxznae6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,25/10/2019 10:50,28.5,,23.1,,,28.5,33.1,,,,1009.9,,72,0,0,6,247.5,19,202.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191025nf4qe9xzdhe6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,25/10/2019 11:50,28.4,,23,,,28.4,33.1,,,,1010.5,,72,0,0,5,270,19,202.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191025cpus5c8zrhe6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,25/10/2019 12:50,28.3,,23.3,,,28.3,33.1,,,,1011.1,,74,0,0,5,270,19,202.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201910254bp74i9zfhe6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,25/10/2019 13:50,28.3,,23.3,,,28.2,33.1,,,,1011.2,,74,0,0,3,292.5,19,202.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191025r7cp719z8ye6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,25/10/2019 14:50,28.5,,23.3,,,28.1,33.1,,,,1010.5,,73,0,0,5,315,6,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019102511w6ifzzeye6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,25/10/2019 15:50,28.4,,23.5,,,28.1,33.1,,,,1010.3,,75,0,0,6,315,10,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201910259rr443xzjye6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,25/10/2019 16:50,28,,23.2,,,28,33.1,,,,1009.9,,75,0,0,5,337.5,10,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191025pz893rzzkre6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,25/10/2019 17:50,28,,23,,,27.9,33.1,,,,1009.6,,74,0,0,4,315,10,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191025i6fwzqzzmre6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,25/10/2019 18:50,28.1,,22.7,,,27.9,33.1,,,,1009.4,,72,0,0,5,337.5,10,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191025pfzo75zzcee6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,25/10/2019 20:00,27.7,,23,,,27.6,33.1,,,,1010,,75,0,0,3,292.5,10,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191025q9fxtb8zpee6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,25/10/2019 20:50,26.8,,23.1,,,26.8,27.3,,,,1010.4,,80,0,0,2,270,10,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191025yf97tn8zqce6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,25/10/2019 21:50,28.2,,23.4,,,26.8,28.2,,,,1011.4,,75,0,0,4,225,10,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191025jrmsz48zxce6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,25/10/2019 22:50,29.2,,22.6,,,26.8,29.4,,,,1012.2,,67,0,0,5,225,10,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191025zhod8b9zoce6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,25/10/2019 23:50,29.3,,22.7,,,26.8,29.8,,,,1012.2,,67,0,0,2,292.5,10,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿201910269rs7jg9ztce6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,26/10/2019 00:50,30.9,,22.1,,,26.8,32.3,,,,1011.9,,59,0,0,5,247.5,10,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191026c6nh3pzz1oe6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,26/10/2019 01:50,31.9,,20.5,,,26.8,32.6,,,,1011.4,,51,0,0,5,180,16,202.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191026ambe53xzuoe6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,26/10/2019 02:50,33.5,,19.4,,,26.8,33.9,,,,1010,,43,0,0,7,292.5,16,202.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191026g518cu8zwwe6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,26/10/2019 03:50,33.5,,21.2,,,26.8,34.2,,,,1008.8,,48,0,0,11,292.5,16,292.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191026oyomgfzziwe6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,26/10/2019 04:50,33.4,,21.8,,,26.8,34.2,,,,1007.5,,50,0,0,14,292.5,19,292.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201910266n6ysy9zswe6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,26/10/2019 05:50,31.7,,22.7,,,26.8,34.2,,,,1007.1,,59,0,0,13,292.5,19,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191026epybt4zzzae6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,26/10/2019 06:50,31.6,,22.7,,,26.8,34.2,,,,1006.8,,59,0,0,12,315,19,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191026zrfqij8zaae6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,26/10/2019 07:50,31.5,,22.3,,,26.8,34.2,,,,1006.6,,58,0,0,15,292.5,19,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191026buwi5f8z3he6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,26/10/2019 08:50,30.7,,21.7,,,30.4,34.2,,,,1007.4,,58,0,0,10,270,19,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191026qkafe9xz4he6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,26/10/2019 09:50,29,,22.9,,,29,34.2,,,,1008.8,,69,0,0,4,270,19,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201910263e95if9z5he6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,26/10/2019 10:50,25,,22,,,24.9,34.2,,,,1009.8,,83,0,0,10,22.5,20,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191026ku153y9z7ye6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,26/10/2019 11:50,25.4,,22,,,24.7,34.2,,,,1009.7,,81,0,0,4,315,20,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191026i9nygz8z6ye6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,26/10/2019 12:50,27,,22.7,,,24.7,34.2,,,,1010,,77,0,0,5,0,20,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191026ycxdocxz9re6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,26/10/2019 13:50,28.2,,22.6,,,24.7,34.2,,,,1010,,71,0,0,9,0,20,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191026kx3rkd9ayre6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,26/10/2019 14:50,27.1,,22.8,,,24.7,34.2,,,,1009.9,,77,0,0,4,315,6,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019102675apep9abre6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,26/10/2019 15:50,25.5,,23,,,24.7,34.2,,,,1009.2,,86,0,0,5,67.5,7,337.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191026najzw68anee6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,26/10/2019 16:50,25.2,,22.7,,,24.7,34.2,,,,1008.7,,86,0,0,2,67.5,7,337.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191026sypsdy9adee6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,26/10/2019 17:50,25.2,,22.8,,,24.7,34.2,,,,1008.3,,86,0,0,3,67.5,7,337.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191026hrsmym9aree6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,26/10/2019 18:50,25,,22.8,,,24.7,34.2,,,,1008.4,,87,0,0,2,90,7,337.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191026ezwcmjzafce6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,26/10/2019 19:50,25.2,,22.2,,,24.7,34.2,,,,1009.1,,83,0,0,7,67.5,9,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191026uuy6wkxagce6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,26/10/2019 20:50,25.2,,22.2,,,24.7,25.2,,,,1009.3,,83,0,0,4,45,9,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191026d6okbo8a8oe6uqdnyyb96sc6rw,406636954,130.8925018,-12.42389965,26/10/2019 21:50,27.2,,22.2,,,24.7,27.2,,,,1009.9,,74,0,0,4,45,9,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191026qra8ce9aeoe6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,26/10/2019 22:50,28.2,,23.2,,,24.7,28.3,,,,1011,,74,0,0,2,337.5,9,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201910265fkdts9ajoe6uqdnyyb96scn6y,406636954,130.8925018,-12.42389965,26/10/2019 23:50,29.6,,23,,,24.7,29.8,,,,1010.8,,67,0,0,1,337.5,9,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
