Title = "Title"
Variables = "Distance (km)", "Baseline (%)", "Strategy (%)", "Altitude (m)"
Zone T = " ", I = 4716, J = 1, K = 1, F = POINT
  98.709232  94.112646 82.836167   14.4
  99.709321  94.211842 82.720381   16.3
 100.709892  94.322938 82.497739   17.9
 101.709720  94.420201 82.483242   19.6
 102.708852  94.480078 82.407231   22.4
 103.708863  94.561499 82.310795   23.9
 104.709686  94.676495 82.210392   23.8
 105.708378  94.698464 81.951219   23.8
 106.707783  94.739187 81.721957   23.9
 107.708358  94.812092 81.664029   23.9
 108.706986  94.790222 81.564558   23.2
 109.709383  94.930905 81.654651   22.9
 110.708602  94.949614 81.383444   22.1
 111.707103  94.887913 81.300864   20.0
 112.708745  94.850370 80.948019   19.5
 113.707976  94.738869 80.343849   19.2
 114.707866  94.751580 80.252020   18.9
 115.707439  94.792662 80.428015   17.9
 116.706906  94.809656 80.364546   17.4
 117.706733  94.800080 80.279585   17.4
 118.706290  94.715054 80.016318   17.5
 119.707006  94.628691 79.704822   17.7
 120.706477  94.594657 79.473906   17.0
 121.705518  94.462045 79.158382   16.6
 122.704641  94.273342 78.930242   15.5
 123.707952  94.303149 78.589206   15.0
 124.705237  94.233624 78.211296   14.5
 125.705363  94.193530 77.904242   13.3
 126.707645  94.311857 78.017251   13.1
 127.708438  94.339014 78.093704    9.8
 128.706328  94.181946 78.071333    9.5
 129.707159  94.109983 77.772263    9.1
 130.705598  93.996484 77.497955    8.6
 131.706158  93.990655 77.299339    8.3
 132.708992  94.169007 77.181650    7.6
 133.705815  94.101501 76.540241    6.8
 134.707499  94.216178 76.680112    6.8
 135.707614  94.272824 76.657914    6.9
 136.705366  94.218281 76.428421    6.7
 137.702423  94.080055 76.400070    6.4
 138.704989  94.093059 76.166476    6.2
 139.707237  94.193535 75.841894    6.0
 140.684728  93.938138 75.455334    6.0
 141.693612  94.229687 75.492843    5.8
 142.694931  94.400872 75.141982    5.5
 143.690912  94.341556 75.034650    6.6
 144.692895  94.465152 74.952351    7.8
 145.691729  94.468484 74.923497    8.1
 146.688451  94.359541 74.911771    9.4
 147.684784  94.150931 74.635990   11.8
 148.690188  94.273103 74.603474   13.3
 149.690507  94.254862 74.810864   13.9
 150.695067  94.507756 74.821766   16.5
 151.693253  94.426460 74.628455   19.1
 152.693722  94.399366 74.503770   19.2
 153.692025  94.294970 74.209470   19.3
 154.691015  94.288973 74.125156   18.6
 155.690056  94.265087 74.240304   18.7
 156.689169  94.229744 74.148399   19.0
 157.690299  94.265863 73.988957   21.5
 158.689358  94.196354 73.965453   22.5
 159.689767  94.208197 73.939209   23.0
 160.690032  94.212882 73.711036   23.8
 161.686332  94.012874 73.653705   24.5
 162.685598  93.886739 73.635902   25.0
 163.686340  93.790121 73.554061   25.0
 164.692393  93.978082 73.628914   25.0
 165.693314  94.126654 73.391718   23.7
 166.695292  94.363314 73.281092   21.4
 167.694886  94.547802 73.178578   19.0
 168.693476  94.620869 72.828910   17.1
 169.686757  94.390360 72.806698   17.3
 170.668092  94.306543 72.787024   18.0
 171.665300  94.359355 72.895228   17.6
 172.667678  94.425584 72.837698   16.1
 173.633705  94.082801 72.841080   15.7
 174.612270  94.022624 72.812332   15.2
 175.617391  94.301694 72.787730   16.1
 176.615461  94.344163 72.885495   17.1
 177.612817  94.290741 72.761065   16.7
 178.613024  94.317103 72.777091   17.1
 179.615264  94.457409 72.698938   19.3
 180.610044  94.296168 72.876661   19.6
 181.610043  94.252350 72.854691   20.4
 182.603192  94.071749 72.910876   20.5
 183.603942  93.999724 72.941109   21.3
 184.607039  94.132257 72.818461   21.7
 185.603352  93.968021 72.768148   22.7
 186.607015  94.097128 72.869183   23.6
 187.604063  93.968534 72.785536   24.6
 188.607354  94.076642 72.581552   25.8
 189.606666  94.079933 72.530232   26.4
 190.608093  94.208856 72.694875   27.6
 191.605508  94.166542 72.779458   28.3
 192.607157  94.123904 72.576926   28.9
 193.607412  94.068860 72.538718   28.0
 194.612056  94.346072 72.369188   26.1
 195.609469  94.395810 72.105715   22.0
 196.609572  94.513352 72.146049   21.6
 197.609493  94.590320 72.176625   21.5
 198.609724  94.702593 72.323909   20.6
 199.608950  94.776290 72.055809   17.7
 200.604867  94.669950 72.023649   17.0
 201.608225  94.788556 71.928668   16.7
 202.611459  95.009149 71.673081   16.3
 203.608299  94.990110 71.793143   13.7
 204.607675  95.050476 71.803294   12.0
 205.607039  95.058222 71.912913   12.0
 206.608449  95.184689 71.923290   13.1
 207.607152  95.179424 71.917756   14.0
 208.608080  95.284697 72.017609   15.3
 209.605452  95.201104 71.981759   16.5
 210.608329  95.318809 71.932210   16.8
 211.607272  95.297239 71.763831   17.7
 212.611588  95.568583 71.567732   18.9
 213.607176  95.488827 71.479947   20.3
 214.609572  95.656450 71.082095   21.5
 215.608357  95.719932 70.889428   23.8
 216.604779  95.582885 70.965311   25.4
 217.605521  95.622972 70.878411   27.5
 218.607059  95.706875 70.688838   29.2
 219.603055  95.527481 70.733754   30.5
 220.602698  95.424224 70.406074   31.3
 221.605881  95.557465 70.188871   32.0
 222.609958  95.646919 70.467833   32.4
 223.611428  95.767342 70.285412   32.9
 224.611677  95.827259 70.354976   33.7
 225.608498  95.818249 70.398210   34.3
 226.609704  95.924731 70.348008   35.5
 227.610256  96.058874 70.377916   36.5
 228.609640  96.127201 70.498206   37.0
 229.608683  96.176992 70.387574   37.2
 230.610393  96.349750 70.468604   37.0
 231.608574  96.395859 70.569389   36.6
 232.607288  96.368199 70.345634   36.5
 233.609207  96.491540 70.388836   36.6
 234.608494  96.537770 70.371499   36.7
 235.611902  96.779540 70.279962   34.4
 236.609339  96.823592 70.279655   33.1
 237.609642  96.950454 70.341533   33.2
 238.610996  97.125119 70.376463   33.2
 239.610830  97.265364 70.415197   32.0
 240.609558  97.328647 70.613066   29.6
 241.608301  97.348289 70.656825   26.6
 242.608038  97.395672 70.540119   24.6
 243.609999  97.543801 70.448904   22.7
 244.607228  97.523853 70.402387   20.1
 245.606948  97.594126 70.355438   18.6
 246.605782  97.567254 70.257813   18.1
 247.607549  97.648814 70.494122   16.1
 248.609937  97.804936 70.731178   14.6
 249.612855  98.074136 70.967378   14.5
 250.611046  98.174049 71.203428   14.1
 251.608950  98.192109 71.440089   14.2
 252.609836  98.331077 71.675804   14.1
 253.606607  98.295288 71.911357   13.6
 254.608597  98.419612 72.146750   12.7
 255.604675  98.262706 72.381333   12.7
 256.607863  98.338519 72.578068   13.0
 257.608162  98.441790 72.813033   13.5
 258.656593  98.832277 73.049375   13.7
 259.649308  98.837496 73.283992   14.2
 260.641785  98.664264 73.518452   15.1
 261.644023  98.780797 73.752752   15.8
 262.643576  98.794916 73.986881   15.8
 263.642543  98.793334 74.220073   16.2
 264.640417  98.682738 74.451695   16.7
 265.645794  98.812986 74.599413   17.4
 266.643717  98.741452 74.721567   17.3
 267.646926  98.867066 74.876703   17.6
 268.646556  98.902315 74.999796   18.5
 269.646068  98.939049 75.169706   18.6
 270.646011  98.954614 75.293051   18.8
 271.651875  99.001245 75.522884   17.6
 272.895880  99.001245 75.756581   16.3
 274.228267  99.001245 75.988734   14.7
 275.279565  99.001245 76.184329   14.3
 276.371161  99.001245 76.355281   13.9
 277.271708  99.001245 76.575350   13.6
 278.030510  99.001245 76.526280   13.4
 278.855981  98.994113 76.257549   13.4
 279.747092  98.906544 76.062580   13.5
 280.672732  98.631099 75.818006   13.5
 281.638425  98.454982 75.503831   13.5
 282.626425  98.516470 75.292318   13.5
 283.614467  98.287752 75.092387   13.5
 284.614940  98.354276 74.874455   13.6
 285.610608  98.225851 74.664267   13.8
 286.609653  98.098716 74.277302   14.0
 287.609453  98.056214 73.998162   14.0
 288.606813  97.808814 73.629658   14.0
 289.605828  97.657253 73.683038   14.8
 290.615611  97.965063 73.708797   16.2
 291.610683  97.826645 73.589935   17.0
 292.613509  97.924508 73.342791   17.7
 293.614934  98.150013 73.305589   18.6
 294.613708  98.210879 73.209388   19.4
 295.612644  98.263907 72.976891   20.0
 296.611965  98.284930 72.788431   20.7
 297.613254  98.372471 72.691266   21.1
 298.615574  98.589665 72.508142   21.7
 299.611198  98.543683 72.394399   22.4
 300.613083  98.687430 72.280768   23.8
 301.612948  98.774129 72.303386   25.8
 302.614387  98.863749 72.294034   28.8
 303.610694  98.779996 72.311666   29.6
 304.609434  98.635473 72.162776   28.9
 305.613076  98.710892 71.989140   27.8
 306.611701  98.640144 71.647154   23.4
 307.609838  98.523156 71.518255   19.7
 308.611733  98.600355 71.381366   17.4
 309.611507  98.675172 71.297162   16.9
 310.612936  98.789508 71.063809   16.0
 311.613092  98.785232 70.896405   15.0
 312.613067  98.781315 70.774948   14.1
 313.612877  98.781017 70.636378   14.0
 314.612264  98.730981 70.491313   14.9
 315.609605  98.640294 70.297120   15.4
 316.609176  98.593617 70.057489   15.8
 317.607998  98.508699 69.889219   14.3
 318.607252  98.403399 69.764312   13.2
 319.607922  98.369878 69.756594   13.4
 320.608003  98.324016 69.700467   13.5
 321.607585  98.319287 69.649738   13.0
 322.000000  98.438419 69.684200   13.6
 322.000000  98.655414 69.602503   13.8
 322.000000  98.870557 69.590541   13.9
 322.000000  99.086007 69.576857   14.3
 322.000000  99.300752 69.515855   14.4
 322.000000  99.497196 69.415221   14.6
 322.000000  99.645628 69.296238   14.6
 322.000000  99.753814 69.094719   14.8
 322.000000  99.921003 69.109518   14.1
 322.000000 100.000000 69.003359   15.0
 322.000000 100.000000 69.011044   16.5
 322.000000 100.000000 68.976037   17.4
 322.000000 100.000000 68.861807   18.0
 322.000000 100.000000 68.808484   18.6
 322.000000 100.000000 68.630260   18.5
 322.000000 100.000000 68.677617   18.0
 322.000000 100.000000 68.604785   18.0
 322.000000 100.000000 68.625245   17.6
 322.000000 100.000000 68.439200   17.0
 322.000000 100.000000 68.373956   16.3
 322.000000 100.000000 68.218996   16.1
 322.000000 100.000000 68.202605   16.0
 322.000000 100.000000 68.207697   15.8
 322.000000 100.000000 68.178716   16.0
 322.000000 100.000000 68.012429   16.2
 322.000000 100.000000 67.915896   17.3
 322.000000 100.000000 67.895966   18.4
 322.000000 100.000000 67.760184   18.7
 322.000000 100.000000 67.567530   19.6
 322.000000 100.000000 67.588812   21.0
 322.000000 100.000000 67.723922   21.9
 322.784385  99.831505 67.714759   23.1
 323.786087  99.785639 67.718142   25.0
 324.777267  99.703295 67.613824   27.4
 325.778416  99.673893 67.579655   28.1
 326.769881  99.571881 67.475409   28.1
 327.784352  99.545444 67.230887   28.1
 328.795358  99.541257 67.050907   29.1
 329.830569  99.541257 67.180840   31.0
 330.824863  99.541257 67.204797   32.1
 331.814129  99.524429 66.953846   33.2
 332.827345  99.524429 66.819538   36.0
 333.792672  99.401082 66.725535   37.5
 334.793774  99.376959 66.530539   38.5
 335.775712  99.234427 66.386548   38.4
 336.770271  99.141931 66.522261   37.1
 337.946814  99.141931 66.516420   36.6
 339.314220  99.141931 66.492351   36.6
 340.689398  99.141931 66.511446   35.6
 341.768057  99.141931 66.333366   34.6
 342.809455  99.141931 66.225965   33.9
 343.709656  99.141931 66.038367   32.8
 344.545273  99.141931 65.713991   31.4
 345.655275  99.141931 65.620209   29.6
 346.475741  99.141931 65.488055   27.8
 347.283153  99.141931 65.326749   26.1
 348.278247  99.141931 65.254988   26.0
 349.260269  99.141931 65.187069   26.4
 350.068450  99.136603 65.069322   26.4
 350.919861  99.123340 64.874020   26.5
 351.843429  99.098492 64.748083   27.0
 352.812035  99.068893 64.779359   27.5
 353.913179  99.068893 64.643284   28.1
 355.186563  99.068893 64.489985   28.6
 356.529441  99.068893 64.287606   31.0
 357.766005  99.068893 64.129990   32.3
 358.893469  99.068893 64.103968   33.0
 359.862834  99.068893 64.017990   32.0
 360.647351  99.068893 63.863962   30.6
 361.585192  99.068893 63.781826   30.3
 362.518579  99.068893 63.634611   30.2
 363.433969  99.068893 63.541217   31.5
 364.329479  99.068893 63.460218   31.9
 365.240233  99.068893 63.380630   32.3
 366.084613  99.068893 63.216224   32.8
 367.023944  99.068893 63.067161   33.0
 367.939846  99.068893 62.965801   33.0
 369.005518  99.068893 62.806844   32.9
 370.058549  99.068893 62.673763   33.3
 371.103319  99.068893 62.543868   33.7
 372.145351  99.068893 62.356752   33.9
 373.097991  99.068893 62.266111   35.0
 373.944885  99.028110 62.104192   35.2
 374.903246  99.018144 61.899122   35.3
 375.971641  99.018144 61.755105   35.3
 377.091099  99.018144 61.665111   35.9
 378.293149  99.018144 61.615594   36.7
 379.511204  99.018144 61.472314   37.3
 380.644600  99.018144 61.383572   37.4
 381.766858  99.018144 61.430197   37.0
 382.790482  99.018144 61.266113   37.5
 383.809415  99.018144 61.111760   38.0
 384.748169  99.018144 61.014008   39.7
 385.768668  99.018144 60.976845   40.2
 386.787882  99.018144 60.704449   40.1
 387.586717  99.018144 60.672160   40.0
 388.554345  99.018144 60.533724   41.8
 389.540505  99.018144 60.392918   43.4
 390.484670  99.018144 60.246819   42.1
 391.390287  99.018144 60.114367   41.4
 392.495500  99.018144 59.941514   41.3
 393.488734  99.018144 59.882964   42.3
 394.498495  99.018144 59.759012   43.8
 395.463494  99.018144 59.547291   44.0
 396.402781  99.018144 59.326197   45.1
 397.275958  99.018144 59.210288   45.7
 398.014025  99.008896 59.060692   46.6
 398.951333  99.002000 58.876374   45.7
 399.796666  98.949162 58.717504   45.5
 400.713953  99.004882 58.546809   45.6
 401.690888  99.004882 58.398216   46.3
 402.638092  99.000153 58.195133   46.5
 403.654142  99.000108 58.086350   45.9
 404.682209  99.000108 58.015594   43.6
 405.648837  99.002473 57.863068   42.1
 406.649672  99.000755 57.714118   39.9
 407.614719  98.864888 57.477446   37.2
 408.599787  98.850017 57.278609   35.4
 409.593876  98.892334 57.102160   33.8
 410.590537  98.907595 57.016348   33.3
 411.588801  98.901294 56.895314   32.7
 412.586752  98.849075 56.711543   31.6
 413.585436  98.751860 56.562795   31.0
 414.585833  98.705991 56.373470   31.5
 415.586342  98.692894 56.163653   32.8
 416.585565  98.627331 56.001243   35.8
 417.586056  98.597745 55.824320   36.0
 418.585514  98.526572 55.680411   35.3
 419.587879  98.595548 55.506363   33.3
 420.586992  98.573352 55.349992   31.5
 421.586601  98.537753 55.166928   30.5
 422.586002  98.485482 54.999222   29.5
 423.584828  98.386990 54.794934   28.7
 424.584890  98.311594 54.606190   28.2
 425.583166  98.144140 54.432907   27.6
 426.583719  98.047447 54.242207   27.2
 427.583717  97.938743 54.062184   27.0
 428.585148  97.881989 53.867037   26.6
 429.588775  97.993100 53.677650   26.2
 430.588686  98.010205 53.472849   25.9
 431.587075  97.967025 53.312624   25.8
 432.582918  97.710857 53.121910   26.0
 433.584365  97.673306 52.912646   26.5
 434.585443  97.628919 52.718555   27.1
 435.584217  97.493238 52.509299   28.6
 436.584699  97.411652 52.308313   30.4
 437.585248  97.337307 52.114421   31.2
 438.588985  97.443480 51.938950   32.6
 439.588422  97.445988 51.733690   34.0
 440.586851  97.389507 51.549321   34.7
 441.588370  97.441319 51.334907   35.5
 442.588261  97.431837 51.134249   36.3
 443.586063  97.334738 50.940922   37.0
 444.585932  97.258367 50.715967   37.2
 445.586242  97.208191 50.503240   37.2
 446.584236  97.051261 50.250590   37.1
 447.582168  96.836730 50.022517   37.8
 448.581903  96.634027 49.806667   39.4
 449.585250  96.637728 49.562466   40.7
 450.584718  96.535640 49.456004   41.1
 451.584538  96.417295 49.662820   41.3
 452.585804  96.370045 49.869112   41.4
 453.586534  96.324829 50.074953   41.4
 454.586571  96.258588 50.280336   41.7
 455.585509  96.153366 50.485291   41.8
 456.585131  96.059084 50.689790   42.1
 457.583834  95.902096 50.893864   42.3
 458.585915  95.855886 51.096854   42.7
 459.587518  95.869362 51.299258   42.8
 460.586959  95.810135 51.500816   42.4
 461.585829  95.692544 51.701284   42.2
 462.585155  95.571093 51.900683   42.0
 463.584785  95.442196 52.099066   42.9
 464.584365  95.291476 52.296415   42.7
 465.585751  95.240559 52.492809   42.5
 466.587501  95.239434 52.688217   42.8
 467.587001  95.165742 52.882852   43.3
 468.585360  95.028260 53.076414   43.7
 469.586551  94.988531 53.269202   44.0
 470.585532  94.880359 53.461426   44.2
 471.585759  94.792031 53.653317   44.5
 472.586608  94.746204 53.845287   44.3
 473.585817  94.625393 54.036777   43.9
 474.586798  94.578369 54.227530   43.1
 475.586870  94.510394 54.417525   43.2
 476.586277  94.398103 54.606334   44.4
 477.585754  94.280798 54.794047   44.5
 478.568862  94.167805 54.980858   45.2
 478.568862  94.334193 55.167102   45.7
 478.568862  94.499762 55.352463   46.0
 478.568862  94.664291 55.536684   45.8
 478.568862  94.827905 55.719912   45.5
 478.568862  94.991056 55.902593   45.3
 478.568862  95.152961 56.084278   45.4
 478.568862  95.313750 56.264771   46.2
 478.568862  95.474138 56.444220   46.1
 478.568862  95.633921 56.622208   45.7
 478.568862  95.793325 56.799390   45.2
 478.568862  95.951772 56.976403   45.7
 478.568862  96.109363 57.152537   46.1
 478.568862  96.266295 57.327938   45.2
 478.568862  96.422296 57.502328   42.9
 478.568862  96.576876 57.675410   41.0
 478.568862  96.730085 57.847091   40.0
 478.568862  96.882119 58.017473   39.1
 478.568862  97.032763 58.186578   39.5
 478.568862  97.181351 58.354355   39.8
 478.568862  97.329084 58.520110   39.0
 478.568862  97.476024 58.684095   39.0
 478.568862  97.622431 58.847220   38.9
 478.568862  97.768017 59.009437   39.0
 478.568862  97.912476 59.171245   39.0
 478.568862  98.055700 59.331931   38.9
 478.568862  98.197837 59.491720   38.0
 478.568862  98.338828 59.650395   36.0
 478.568862  98.478808 59.808103   34.0
 478.568862  98.617152 59.964445   30.6
 478.568862  98.753450 60.119481   26.6
 478.568862  98.887869 60.272566   25.4
 478.568862  99.021302 60.422897   24.9
 478.568862  99.153820 60.572417   23.6
 478.568862  99.285437 60.721040   22.2
 478.568862  99.416528 60.868735   20.6
 478.568862  99.546390 61.015752   19.6
 478.568862  99.674697 61.161359   19.7
 478.568862  99.801333 61.305400   19.7
 478.568862  99.925480 61.447697   19.7
 478.568862 100.000000 61.587564   20.3
 478.568862 100.000000 61.724075   21.5
 478.568862 100.000000 61.859519   22.7
 478.568862 100.000000 61.993906   24.0
 478.568862 100.000000 62.127272   25.2
 478.568862 100.000000 62.260100   27.6
 478.568862 100.000000 62.391558   33.3
 478.568862 100.000000 62.521455   33.4
 478.568862 100.000000 62.648934   35.5
 478.568862 100.000000 62.772917   36.6
 478.568862 100.000000 62.894780   37.8
 478.568862 100.000000 63.015592   38.9
 478.568862 100.000000 63.135418   39.7
 478.568862 100.000000 63.254336   40.1
 478.568862 100.000000 63.371589   40.6
 478.568862 100.000000 63.485771   40.2
 478.568862 100.000000 63.594850   41.0
 478.568862 100.000000 63.702919   40.6
 478.568862 100.000000 63.809924   41.2
 478.568862 100.000000 63.915883   42.7
 478.568862 100.000000 64.020463   44.6
 478.568862 100.000000 64.123121   45.0
 478.568862 100.000000 64.221639   44.4
 478.568862 100.000000 64.316720   44.2
 478.568862 100.000000 64.410413   44.8
 478.568862 100.000000 64.502649   45.5
 478.568862 100.000000 64.592904   45.5
 478.568862 100.000000 64.679019   45.9
 478.568862 100.000000 64.760849   46.0
 478.568862 100.000000 64.841543   46.3
 478.568862 100.000000 64.920669   46.5
 478.568862 100.000000 64.998079   46.2
 478.568862 100.000000 65.070954   46.1
 478.568862 100.000000 65.139380   46.6
 478.568862 100.000000 65.205778   46.5
 478.568862 100.000000 65.260178   46.3
 478.568862 100.000000 65.302052   46.2
 478.568862 100.000000 65.342720   46.2
 478.568862 100.000000 65.380469   46.4
 478.568862 100.000000 65.408463   46.9
 478.568862 100.000000 65.436437   47.8
 478.568862 100.000000 65.463806   47.9
 478.568862 100.000000 65.489734   48.8
 478.568862 100.000000 65.489734   49.4
 478.568862 100.000000 65.489734   50.0
 478.568862 100.000000 65.489734   50.5
 478.568862 100.000000 65.489734   50.4
 478.568862 100.000000 65.489734   50.0
 478.568862 100.000000 65.489734   50.6
 478.568862 100.000000 65.489734   50.3
 478.568862 100.000000 65.489734   50.2
 478.568862 100.000000 65.489734   50.3
 478.568862 100.000000 65.489734   50.1
 478.568862 100.000000 65.489734   50.0
 478.568862 100.000000 65.489734   49.0
 478.568862 100.000000 65.489734   47.9
 478.568862 100.000000 65.489734   47.5
 478.568862 100.000000 65.489734   46.7
 478.568862 100.000000 65.489734   47.2
 478.568862 100.000000 65.489734   47.0
 478.568862 100.000000 65.489734   46.7
 478.568862 100.000000 65.489734   46.0
 478.568862 100.000000 65.489734   46.2
 478.568862 100.000000 65.489734   47.7
 478.568862 100.000000 65.489734   50.9
 478.568862 100.000000 65.489734   50.4
 478.568862 100.000000 65.489734   49.0
 478.568862 100.000000 65.489734   48.9
 478.568862 100.000000 65.489734   49.8
 478.568862 100.000000 65.489734   49.9
 478.568862 100.000000 65.489734   48.9
 478.568862 100.000000 65.489734   48.2
 478.568862 100.000000 65.489734   47.9
 478.568862 100.000000 65.489734   47.6
 478.568862 100.000000 65.489734   46.5
 478.568862 100.000000 65.489734   46.6
 478.568862 100.000000 65.489734   47.2
 478.568862 100.000000 65.489734   47.0
 478.568862 100.000000 65.489734   47.6
 478.568862 100.000000 65.489734   47.2
 478.568862 100.000000 65.489734   46.8
 478.568862 100.000000 65.489734   47.1
 478.568862 100.000000 65.489734   46.5
 478.568862 100.000000 65.489734   46.6
 478.568862 100.000000 65.489734   45.9
 478.568862 100.000000 65.489734   45.4
 478.568862 100.000000 65.489734   43.8
 478.568862 100.000000 65.489734   43.2
 478.568862 100.000000 65.489734   43.0
 478.568862 100.000000 65.489734   43.0
 478.568862 100.000000 65.489734   43.1
 478.568862 100.000000 65.489734   43.0
 478.568862 100.000000 65.489734   43.0
 478.568862 100.000000 65.489734   43.2
 478.568862 100.000000 65.489734   43.3
 478.568862 100.000000 65.489734   42.5
 478.568862 100.000000 65.489734   43.5
 478.568862 100.000000 65.489734   44.0
 478.568862 100.000000 65.489734   42.6
 478.568862 100.000000 65.489734   42.1
 478.568862 100.000000 65.489734   42.9
 478.568862 100.000000 65.489734   42.9
 478.568862 100.000000 65.489734   42.7
 478.568862 100.000000 65.489734   43.0
 478.568862 100.000000 65.489734   43.2
 478.568862 100.000000 65.489734   42.6
 478.568862 100.000000 65.489734   42.6
 478.568862 100.000000 65.489734   42.1
 478.568862 100.000000 65.489734   42.4
 478.568862 100.000000 65.489734   40.8
 478.568862 100.000000 65.489734   40.4
 478.568862 100.000000 65.489734   40.2
 478.568862 100.000000 65.489734   40.4
 478.568862 100.000000 65.489734   40.3
 478.568862 100.000000 65.489734   39.9
 478.568862 100.000000 65.489734   39.9
 478.568862 100.000000 65.489734   39.0
 478.568862 100.000000 65.489734   37.0
 478.568862 100.000000 65.489734   36.8
 478.568862 100.000000 65.489734   36.4
 478.568862 100.000000 65.489734   35.4
 478.568862 100.000000 65.489734   34.3
 478.568862 100.000000 65.489734   33.4
 478.568862 100.000000 65.489734   32.0
 478.568862 100.000000 65.489734   30.9
 478.568862 100.000000 65.489734   30.9
 478.568862 100.000000 65.489734   31.0
 478.568862 100.000000 65.489734   31.3
 478.568862 100.000000 65.489734   31.7
 478.568862 100.000000 65.489734   32.5
 478.568862 100.000000 65.489734   33.2
 478.568862 100.000000 65.489734   33.6
 478.568862 100.000000 65.489734   34.2
 478.568862 100.000000 65.489734   34.6
 478.568862 100.000000 65.489734   33.9
 478.568862 100.000000 65.489734   34.0
 478.568862 100.000000 65.489734   34.6
 478.568862 100.000000 65.489734   34.8
 478.568862 100.000000 65.489734   33.4
 478.568862 100.000000 65.489734   31.4
 478.568862 100.000000 65.489734   29.4
 478.568862 100.000000 65.489734   27.9
